44:1	192	178	110	255	160	148	92	255	134	124	77	255	160	148	92	255
44:2	109	80	60	255	91	67	50	255	76	56	41	255	91	67	50	255
44:3	118	112	96	255	98	93	80	255	82	78	67	255	98	93	80	255
45	230	103	73	255	192	86	61	255	160	71	50	255	192	86	61	255
46	255	79	30	255	231	72	27	255	193	60	22	255	231	72	27	255
47	125	91	38	192	100	72	30	192	62	45	19	192	50	36	15	192
48	96	108	70	255	80	90	58	255	67	75	49	255	80	90	58	255
49	83	67	83	255	69	56	69	255	58	47	58	255	69	56	69	255
50	255	203	58	200	255	203	58	200	212	169	48	200	255	203	58	200
51	255	170	30	200	255	170	30	200	212	141	25	200	255	170	30	200
52	255	228	52	255	255	228	52	255	212	190	43	255	255	228	52	255
53	145	109	80	255	121	91	67	255	101	76	56	255	121	91	67	255
54	165	132	100	255	138	110	84	255	115	92	70	255	138	110	84	255
55	116	21	21	255	97	18	18	255	81	15	15	255	97	18	18	255
56	115	230	255	255	105	210	232	255	88	175	194	255	105	210	232	255
57	164	217	237	255	136	181	198	255	114	151	165	255	136	181	198	255
58	171	138	99	255	142	115	82	255	118	96	68	255	142	115	82	255
59	136	152	21	255	114	127	17	255	95	106	14	255	114	127	17	255
60	123	82	51	255	103	68	43	255	86	57	36	255	103	68	43	255
61	158	128	73	255	132	106	61	255	110	89	51	255	132	106	61	255
62	158	128	73	255	132	106	61	255	110	89	51	255	132	106	61	255
63	60	112	17	255	50	93	14	255	42	78	12	255	50	93	14	255
64	129	97	69	255	108	81	57	255	90	68	47	255	108	81	57	255
65	144	128	99	32	120	106	82	32	100	89	69	32	120	106	82	32
66	113	109	102	180	94	91	85	180	79	76	71	180	94	91	85	180
67	115	107	93	255	96	89	78	255	80	75	65	255	96	89	78	255
68	111	91	54	255	88	72	43	255	55	45	27	255	44	36	21	255
69	111	91	54	255	88	72	43	255	55	45	27	255	44	36	21	255
70	120	120	120	255	96	96	96	255	60	60	60	255	48	48	48	255
71	255	255	255	255	229	229	229	255	191	191	191	255	229	229	229	255
72	111	91	54	255	88	72	43	255	55	45	27	255	44	36	21	255
73	174	107	107	255	145	89	89	255	121	75	75	255	145	89	89	255
74	174	107	107	255	145	89	89	255	121	75	75	255	145	89	89	255
75	255	140	61	254	217	119	52	254	181	99	43	254	217	119	52	254
76	255	0	0	254	255	0	0	254	212	0	0	254	255	0	0	254
77	120	120	120	255	96	96	96	255	60	60	60	255	48	48	48	255
78	237	248	255	254	237	248	255	254	198	207	212	254	237	248	255	254
79	166	222	255	55	166	222	255	55	139	185	212	55	166	222	255	55
80	237	248	255	255	237	248	255	255	198	207	212	255	237	248	255	255
81	116	167	80	255	97	139	67	255	81	116	56	255	97	139	67	255
82	234	240	255	255	216	221	235	255	180	185	196	255	216	221	235	255
83	136	167	74	255	114	139	62	255	95	116	52	255	114	139	62	255
84	116	97	80	255	97	81	67	255	81	68	55	255	97	81	67	255
85	115	99	63	255	96	82	52	255	80	69	44	255	96	82	52	255
86	255	115	0	200	204	92	0	200	126	57	0	200	102	46	0	200
87	166	89	89	255	141	80	62	255	135	15	15	255	96	6	6	255
88	133	109	94	255	121	97	82	255	90	70	57	255	79	59	46	255
89	249	212	156	255	255	188	94	255	192	143	70	255	122	91	44	255
90	140	0	196	128	120	0	196	128	140	0	196	128	120	0	196	128
91	255	115	0	255	204	92	0	255	126	57	0	255	102	46	0	255
92	234	234	234	255	210	210	210	255	203	203	203	255	190	190	190	255
93	159	127	80	255	72	56	25	0	181	140	64	255	144	112	51	0
94	159	127	80	255	102	0	0	0	255	0	0	255	204	0	0	0
95	125	91	38	255	100	72	30	255	62	45	19	255	50	36	15	255
96	111	91	54	255	88	72	43	255	55	45	27	255	44	36	21	255
Biome Rainforest - Dark Green
[RAINFOREST]	49	67	21	255	39	53	17	255	24	34	10	255	19	27	8	255
Biome Swampland - Brown
[SWAMPLAND]	75	44	24	255	60	35	19	255	37	22	12	255	30	18	10	255
Biome Seasonal Forest - Light Green
[SEASONAL_FOREST]	51	165	42	255	41	131	33	255	26	82	21	255	20	65	17	255
Biome Forest - Light Gray
[FOREST]	138	145	145	255	110	115	115	255	69	72	72	255	55	57	57	255
Biome Savanna - Dark Gray
[SAVANNA]	58	58	58	255	47	47	47	255	29	29	29	255	23	23	23	255
Biome Shrubland - Yellow
[SHRUBLAND]	170	158	24	255	135	126	19	255	85	79	12	255	67	62	10	255
Biome Taiga - Cyan
[TAIGA]	34	102	131	255	27	81	104	255	17	51	65	255	13	40	52	255
Biome Desert - Orange
[DESERT]	204	111	48	255	162	89	38	255	102	56	24	255	81	44	19	255
Biome Plains - Magenta
[PLAINS]	166	66	175	255	133	53	140	255	83	33	87	255	66	26	69	255
Biome Ice Desert - Dark Blue
[ICE_DESERT]	26	33	103	255	20	26	80	255	13	17	50	255	9	14	40	255
Biome Tundra - White
[TUNDRA]	222	222	222	255	177	177	177	255	111	111	111	255	88	88	88	255
Biome Hell - Pink
[HELL]	190	115	135	255	151	92	108	255	95	57	67	255	75	46	53	255
Biome Sky - Blue
[SKY]	34	44	134	255	27	35	107	255	17	22	67	255	13	18	53	255
[RAINFALL-0.0]	120	120	120	255	96	96	96	255	60	60	60	255	48	48	48	255
[RAINFALL-1.0]	38	92	255	255	30	73	204	255	19	46	127	255	15	36	102	255
[TEMPERATURE-0.0]	38	92	255	255	30	73	204	255	19	46	127	255	15	36	102	255
[TEMPERATURE-0.5]	91	121	185	255	73	96	147	255	46	61	92	255	36	48	73	255
[TEMPERATURE-0.8]	51	165	42	255	41	131	33	255	26	82	21	255	20	65	17	255
[TEMPERATURE-0.9]	170	158	24	255	135	126	19	255	85	79	12	255	67	62	10	255
[TEMPERATURE-0.95]	204	111	48	255	162	89	38	255	102	56	24	255	81	44	19	255
[TEMPERATURE-1.0]	143	39	36	255	114	31	28	255	71	20	18	255	57	16	14	255
