Biome Mapping
[LUKEWARM_OCEAN]	0	0	144	255	0	0	144	255	0	0	144	255	0	0	144	255
[COLD_OCEAN]	32	32	112	255	32	32	112	255	32	32	112	255	32	32	112	255
[DEEP_WARM_OCEAN]	0	0	80	255	0	0	80	255	0	0	80	255	0	0	80	255
[DEEP_LUKEWARM_OCEAN]	0	0	64	255	0	0	64	255	0	0	64	255	0	0	64	255
[DEEP_COLD_OCEAN]	32	32	56	255	32	32	56	255	32	32	56	255	32	32	56	255
[DEEP_FROZEN_OCEAN]	64	64	144	255	64	64	144	255	64	64	144	255	64	64	144	255
[THE_VOID]	0	0	0	255	0	0	0	255	0	0	0	255	0	0	0	255
[SUNFLOWER_PLAINS]	181	219	136	255	181	219	136	255	181	219	136	255	181	219	136	255
[DESERT_MOUNTAINS]	255	188	64	255	255	188	64	255	255	188	64	255	255	188	64	255
[EXTREME_HILLS_MOUNTAINS]	136	136	136	255	136	136	136	255	136	136	136	255	136	136	136	255
[FLOWER_FOREST]	45	142	73	255	45	142	73	255	45	142	73	255	45	142	73	255
[TAIGA_MOUNTAINS]	51	142	129	255	51	142	129	255	51	142	129	255	51	142	129	255
[SWAMPLAND_MOUNTAINS]	47	255	218	255	47	255	218	255	47	255	218	255	47	255	218	255
[ICE_PLAINS_SPIKES]	180	220	220	255	180	220	220	255	180	220	220	255	180	220	220	255
[JUNGLE_MOUNTAINS]	123	163	49	255	123	163	49	255	123	163	49	255	123	163	49	255
[JUNGLE_EDGE_MOUNTAINS]	138	179	63	255	138	179	63	255	138	179	63	255	138	179	63	255
[BIRCH_FOREST_MOUNTAINS]	88	156	108	255	88	156	108	255	88	156	108	255	88	156	108	255
[BIRCH_FOREST_HILLS_MOUNTAINS]	71	135	90	255	71	135	90	255	71	135	90	255	71	135	90	255
[ROOFED_FOREST_MOUNTAINS]	104	121	66	255	104	121	66	255	104	121	66	255	104	121	66	255
[COLD_TAIGA_MOUNTAINS]	89	125	114	255	89	125	114	255	89	125	114	255	89	125	114	255
[MEGA_SPRUCE_TAIGA]	129	142	121	255	129	142	121	255	129	142	121	255	129	142	121	255
[MEGA_SPRUCE_TAIGA_HILLS]	109	119	102	255	109	119	102	255	109	119	102	255	109	119	102	255
[EXTREME_HILLS_PLUS_MOUNTAINS]	120	152	120	255	120	152	120	255	120	152	120	255	120	152	120	255
[SAVANNA_MOUNTAINS]	229	218	135	255	229	218	135	255	229	218	135	255	229	218	135	255
[SAVANNA_PLATEAU_MOUNTAINS]	207	197	140	255	207	197	140	255	207	197	140	255	207	197	140	255
[MESA_BRYCE]	255	109	61	255	255	109	61	255	255	109	61	255	255	109	61	255
[MESA_PLATEAU_FOREST_MOUNTAINS]	216	191	141	255	216	191	141	255	216	191	141	255	216	191	141	255
[MESA_PLATEAU_MOUNTAINS]	242	180	141	255	242	180	141	255	242	180	141	255	242	180	141	255
[BEACH_MOUNTAINS]	255	255	125	255	255	255	125	255	255	255	125	255	255	255	125	255
[COLD_BEACH_MOUNTAINS]	255	255	232	255	255	255	232	255	255	255	232	255	255	255	232	255
[COLD_TAIGA_HILLS_MOUNTAINS]	76	103	94	255	76	103	94	255	76	103	94	255	76	103	94	255
[DEEP_OCEAN_MOUNTAINS]	40	40	88	255	40	40	88	255	40	40	88	255	40	40	88	255
[DESERT_HILLS_MOUNTAINS]	250	135	58	255	250	135	58	255	250	135	58	255	250	135	58	255
[EXTREME_HILLS_EDGE_MOUNTAINS]	154	160	194	255	154	160	194	255	154	160	194	255	154	160	194	255
[FOREST_HILLS_MOUNTAINS]	74	125	68	255	74	125	68	255	74	125	68	255	74	125	68	255
[FROZEN_OCEAN_MOUNTAINS]	184	184	200	255	184	184	200	255	184	184	200	255	184	184	200	255
[FROZEN_RIVER_MOUNTAINS]	200	200	255	255	200	200	255	255	200	200	255	255	200	200	255	255
[HELL_MOUNTAINS]	255	40	40	255	255	40	40	255	255	40	40	255	255	40	40	255
[ICE_MOUNTAINS_MOUNTAINS]	200	200	200	255	200	200	200	255	200	200	200	255	200	200	200	255
[JUNGLE_HILLS_MOUNTAINS]	84	106	45	255	84	106	45	255	84	106	45	255	84	106	45	255
[MUSHROOM_ISLAND_MOUNTAINS]	255	40	255	255	255	40	255	255	255	40	255	255	255	40	255	255
[MUSHROOM_SHORE_MOUNTAINS]	200	40	255	255	200	40	255	255	200	40	255	255	200	40	255	255
[OCEAN_MOUNTAINS]	40	40	152	255	40	40	152	255	40	40	152	255	40	40	152	255
[RIVER_MOUNTAINS]	40	40	255	255	40	40	255	255	40	40	255	255	40	40	255	255
[SKY_MOUNTAINS]	168	168	255	255	168	168	255	255	168	168	255	255	168	168	255	255
[STONE_BEACH_MOUNTAINS]	202	202	172	255	202	202	172	255	202	202	172	255	202	202	172	255
[TAIGA_HILLS_MOUNTAINS]	62	97	91	255	62	97	91	255	62	97	91	255	62	97	91	255
[BAMBOO_JUNGLE]	118	142	20	255	118	142	20	255	118	142	20	255	118	142	20	255
[BAMBOO_JUNGLE_HILLS]	59	71	10	255	59	71	10	255	59	71	10	255	59	71	10	255
[SOUL_SAND_VALLEY]	82	41	33	255	82	41	33	255	82	41	33	255	82	41	33	255
[CRIMSON_FOREST]	221	8	8	255	221	8	8	255	221	8	8	255	221	8	8	255
[WARPED_FOREST]	73	144	123	255	73	144	123	255	73	144	123	255	73	144	123	255
[BASALT_DELTAS]	64	54	54	255	64	54	54	255	64	54	54	255	64	54	54	255
Rainfall/Temperature Mapping
[RAINFALL-0.0]	120	120	120	255	96	96	96	255	60	60	60	255	48	48	48	255
[RAINFALL-1.0]	38	92	255	255	30	73	204	255	19	46	127	255	15	36	102	255
[TEMPERATURE-0.0]	38	92	255	255	30	73	204	255	19	46	127	255	15	36	102	255
[TEMPERATURE-0.5]	91	121	185	255	73	96	147	255	46	61	92	255	36	48	73	255
[TEMPERATURE-0.8]	51	165	42	255	41	131	33	255	26	82	21	255	20	65	17	255
[TEMPERATURE-0.9]	170	158	24	255	135	126	19	255	85	79	12	255	67	62	10	255
[TEMPERATURE-0.95]	204	111	48	255	162	89	38	255	102	56	24	255	81	44	19	255
[TEMPERATURE-1.0]	143	39	36	255	114	31	28	255	71	20	18
